SAMPLE;SPECIES_NAME_PRINT;AUTHOR;FAMILY;SUBFAMILY;SUPERTRIBE;TRIBE;GENUS;SPECIES;DATASET;powo_id;gbif_usageKey;iNaturalist_id;WCVP_continent;WCVP_geographic_area;WCVP_WGSRPD_LEVEL_1_native;WCVP_WGSRPD_LEVEL_1_introduced;WCVP_WGSRPD_LEVEL_1_extinct;WCVP_WGSRPD_LEVEL_2_native;WCVP_WGSRPD_LEVEL_2_introduced;WCVP_WGSRPD_LEVEL_2_extinct;WCVP_WGSRPD_LEVEL_3_native;WCVP_WGSRPD_LEVEL_3_introduced;WCVP_WGSRPD_LEVEL_3_extinct;WCVP_lifeform_description;WCVP_climate_description;GROWTH_FORM;SOCIETAL_USE;COMMON_NAME;DUTCH_NAME;IUCN_redlistCategory;NCBI_SRA_id
S1011;Sinapis alba;L.;Brassicaceae;Brassicoideae;Brassicodae (II);Brassiceae;Sinapis;alba;BrassiWood/Kasper Hendriks;288952-1;3047621;79123;EUROPE;Europe to China;1, 2, 3, 4;1, 2, 3, 4, 5, 6, 7, 8;NA;10, 11, 12, 13, 14, 20, 30, 32, 33, 34, 35, 36, 40, 41;10, 11, 14, 20, 21, 23, 27, 30, 31, 32, 40, 50, 62, 70, 71, 72, 73, 74, 75, 76, 77, 78, 80, 81, 83, 85;NA;AFG, ALB, ALG, ALT, AUT, BAL, BGM, BLR, BLT, BUL, CHC, CHM, CHN, CHQ, CHS, CHX, COR, CYP, DEN, EAI, FRA, GRC, HUN, IND, IRN, IRQ, ITA, KRA, KRI, KRY, LAO, LBS, LBY, MOR, NCS, NET, NOR, PAL, POR, ROM, RUC, RUE, RUS, RUW, SAR, SAU, SIC, SPA, SWE, SWI, TCS, TKM, TUE, TUN, TUR, TVA, UKR, UZB, VIE, WHM, WSB, YUG;ABT, AGE, AGS, ALA, AMU, ARI, AZO, BAN, BRC, CAL, CLM, CNT, CNY, COL, CPP, CTA, CZE, DEL, EGY, ELS, FIN, FOR, GER, GGI, GNL, GRB, ICE, ILL, INI, IOW, IRE, IRK, LEE, MAI, MAN, MAS, MDR, MIN, MNT, MRN, MRY, MSO, NBR, NCA, NDA, NEB, NSC, NSW, NWH, NWJ, NWM, NWY, OHI, OKL, ONT, ORE, PEI, PEN, POL, PRM, PUE, QLD, QUE, RHO, RUN, SAS, SCA, SDA, TAS, TEN, TEX, TZK, UTA, VER, VIC, WAS, WDC, WIN, WIS, WVA, YAK, YUK;NA;annual;temperate;H;crop;white mustard;witte mosterd/gele mosterd;NA;SRR22519529
S1208;Brassica oleracea (nominate);L.;Brassicaceae;Brassicoideae;Brassicodae (II);Brassiceae;Brassica;oleracea;BrassiWood/Kasper Hendriks;279435-1;3042845;NA;EUROPE;Atlantic coasts of Great Britain, France and Spain;1;1, 2, 3, 4, 5, 6, 7, 8, 9;NA;10, 12;11, 12, 13, 14, 20, 21, 23, 24, 25, 32, 34, 35, 36, 38, 40, 41, 50, 51, 60, 61, 62, 72, 73, 74, 75, 76, 77, 78, 80, 81, 83, 85, 90;NA;FRA, GRB, SPA;ALB, ALG, ASS, ATP, AZO, BAN, BGM, BLR, BLT, BUL, CAL, CHC, CHN, CHS, CLS, CNT, CNY, COS, CRL, CRZ, CTM, CZE, EAS, ECU, EHM, ELS, ETH, FAL, GER, GRC, GUA, ILL, IND, IOW, IRQ, JNF, KAZ, KEN, KOR, KRY, KTY, LAB, LBS, LBY, MAS, MDR, MOR, MRN, MRS, MRY, NET, NFL, NSW, NTA, NWC, NWY, NZN, NZS, OHI, ONT, ORE, PEI, PEN, QLD, QUE, RHO, RUC, RUE, RUN, RUS, RUW, SAR, SAU, SOA, TAN, TAS, TEX, TKM, TRT, TUN, TZK, UKR, VER, VIC, VIE, WAS, WAU, ZAI;NA;biennial or subshrub;temperate;H;NA;NA;wilde kool;NA;SRR22519639
S1328;Hesperis matronalis;L.;Brassicaceae;Brassicoideae;Hesperodae (III);Hesperideae;Hesperis;matronalis;BrassiWood/Kasper Hendriks;285087-1;3042291;47697;EUROPE;S. France to Slovakia and Caucasus;1, 3;1, 3, 5, 7, 8, 9;NA;11, 12, 13, 14, 33, 34;10, 11, 14, 30, 31, 32, 34, 36, 51, 71, 72, 73, 74, 75, 76, 77, 78, 85, 90;NA;ALB, AUT, BUL, CZE, FRA, GRC, HUN, ITA, KRY, NCS, POL, ROM, RUS, SPA, TCS, TUE, TUR, UKR, YUG;ABT, AGS, ALA, ALT, ARK, BGM, BLR, BLT, BRC, CAL, CHX, CLS, CNT, COL, DEL, DEN, FAL, FIN, GER, GRB, IDA, ILL, INI, IOW, IRE, KAN, KAZ, KGZ, KTY, KUR, LBS, MAI, MAN, MAS, MIC, MIN, MNT, MRY, MSO, NCA, NDA, NEB, NEV, NFL, NOR, NSC, NWH, NWJ, NWM, NWY, NZN, NZS, OHI, ONT, ORE, PEI, PEN, PRM, QUE, RHO, RUC, RUE, RUN, RUW, SAS, SDA, SWE, SWI, TEN, UTA, VER, VRG, WAS, WDC, WIS, WSB, WVA, WYO;NA;biennial or perennial;temperate;H;ornamental;damask-violet, dame's rocket, dame's rocket, dame's violet, dame's violet, dame's-violet, dames rocket, dames violet, mother-of-the-evening, mother-of-the-evening, sweet rocket, sweet rocket;damastbloem;NA;SRR22519375
S1332;Sisymbrium altissimum;L.;Brassicaceae;Brassicoideae;Brassicodae (II);Sisymbrieae;Sisymbrium;altissimum;BrassiWood/Kasper Hendriks;289144-1;3046736;56996;EUROPE;SE. & E. Europe to Siberia and W. Himalaya;1, 3, 4;1, 2, 3, 6, 7, 8;NA;11, 13, 14, 30, 32, 33, 34, 36, 37, 40;10, 11, 12, 13, 14, 20, 31, 34, 38, 61, 63, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 83, 85;NA;AFG, ALB, ALT, BLR, BRY, BUL, CHM, CHT, CHX, GRC, HUN, IRK, IRN, IRQ, ITA, KAZ, KGZ, KRA, KRY, LBS, MON, NCS, PAK, POL, ROM, RUC, RUE, RUS, TCS, TKM, TUE, TUR, TZK, UKR, UZB, WHM, WSB, YUG;ABT, AGE, AGS, AGW, ALA, ALG, ALU, ARI, ASK, AUT, BGM, BLT, BRC, CAL, CLC, CLM, CNT, COL, CYP, CZE, DEN, FIN, FLA, FRA, GER, GNL, GRB, HAW, ICE, IDA, ILL, INI, IOW, KAN, KOR, KTY, MAI, MAN, MAS, MIC, MIN, MNT, MRQ, MRY, MSO, MXN, MXS, NBR, NCA, NDA, NEB, NET, NEV, NFL, NOR, NSC, NWH, NWJ, NWM, NWT, NWY, OHI, OKL, ONT, ORE, PEI, PEN, POR, PRM, QUE, RHO, RUN, RUW, SAS, SDA, SIC, SPA, SWE, SWI, TEN, TEX, UTA, VER, VRG, WAS, WDC, WIS, WVA, WYO, YUK;NA;annual;temperate;H;NA;jim hill mustard, tall hedge mustard, tall rocket, tall tumble mustard, tumble mustard, tumbleweed;hongaarse raket;NA;SRR22519323
S1376;Thlaspi arvense;L.;Brassicaceae;Brassicoideae;Brassicodae (II);Thlaspideae;Thlaspi;arvense;BrassiWood/Kasper Hendriks;290477-1;3052680;79358;EUROPE;Temp. Eurasia;1, 3, 4;1, 2, 3, 5, 7, 8, 9;NA;10, 11, 12, 13, 14, 30, 31, 32, 33, 34, 36, 37, 38, 40;10, 20, 21, 27, 38, 50, 70, 71, 72, 73, 74, 75, 76, 77, 78, 80, 81, 83, 84, 85, 90;NA;AFG, ALB, ALT, AMU, AUT, BAL, BGM, BLR, BLT, BRY, BUL, CHC, CHI, CHM, CHN, CHQ, CHS, CHT, CHX, CTA, CZE, DEN, EHM, FIN, FRA, GER, GRC, HUN, IRK, IRN, ITA, JAP, KAM, KAZ, KGZ, KHA, KRA, KRY, MAG, MON, NCS, NEP, NET, NOR, PAK, PAL, POL, POR, PRM, ROM, RUC, RUE, RUN, RUS, RUW, SAK, SPA, SWE, SWI, TCS, TKM, TUE, TUR, TVA, TZK, UKR, UZB, WHM, WSB, YAK, YUG;ABT, AGE, AGS, ALA, ALG, ALU, ARI, ARK, ASK, AZO, BER, BOL, BRC, BZL, CAL, CLM, CLS, CNT, CNY, COL, CPP, DEL, FLA, GEO, GRB, GUA, HON, ICE, IDA, ILL, INI, IOW, IRE, KAN, KOR, KTY, LAB, LOU, MAI, MAN, MAS, MDR, MIC, MIN, MNT, MOR, MRY, MSI, MSO, NBR, NCA, NDA, NEB, NEV, NFL, NSC, NSW, NWH, NWJ, NWM, NWT, NWY, OHI, OKL, ONT, ORE, PEI, PEN, QUE, RHO, SAS, SCA, SDA, SGE, TAI, TAS, TEN, TEX, UTA, VER, VIC, VRG, WAS, WDC, WIS, WVA, WYO, YUK;NA;annual;temperate;H;NA;bastard cress, common penny-cress, fanweed, fanweed, field penny-cress, field pennycress, field pennycress, frenchweed, mithridate mustard, pennycress, stinkweed, stinkweed, wild garlic;witte krodde;NA;SRR22519675
S1405;Bunias erucago;L.;Brassicaceae;Brassicoideae;Hesperodae (III);Buniadeae;Bunias;erucago;BrassiWood/Kasper Hendriks;279698-1;3050357;159600;EUROPE;Medit. to Switzerland;1, 2, 3;1, 7;NA;11, 12, 13, 20, 34;11, 13, 75, 78;NA;ALB, ALG, BUL, COR, EAI, FRA, GRC, ITA, KRI, POR, SAR, SIC, SPA, SWI, TUE, TUN, TUR, YUG;AUT, BGM, CZE, GER, PEN, ROM, VRG;NA;annual or biennial;temperate;H;NA;NA;gevleugelde hardvrucht;NA;SRR22519487
SRR11470309;Sisymbrium irio;L.;Brassicaceae;Brassicoideae;Brassicodae (II);Sisymbrieae;Sisymbrium;irio;BrassiToL/Luke Nikolov;237940-2;3046851;58085;EUROPE;Europe to N. China and Himalaya, Sahara to N. & NE. Trop. Africa, Arabian Pen.;1, 2, 3, 4;1, 2, 3, 4, 5, 6, 7, 8;NA;11, 12, 13, 20, 21, 22, 24, 32, 33, 34, 35, 36, 40;10, 11, 14, 27, 38, 40, 50, 63, 73, 75, 76, 77, 78, 79, 83, 85;NA;AFG, ALG, BAL, BUL, CHI, CHX, CNY, COR, CYP, CZE, EAI, EGY, ERI, FRA, GRC, GST, HUN, IRN, IRQ, ITA, KGZ, KRI, KUW, LBS, LBY, MDR, MOR, MTN, NEP, NGR, OMA, PAK, PAL, POR, ROM, SAR, SAU, SIC, SIN, SOM, SPA, SUD, SWI, TCS, TKM, TUE, TUN, TUR, TZK, UZB, WHM, YEM, YUG;AGE, AGS, AGW, ARI, ASS, AUT, BLT, BOL, CAL, CLC, CLM, CNT, COL, CPP, FLA, GRB, HAW, IDA, IND, IRE, MAS, MIC, MXE, MXI, MXN, NET, NEV, NSW, NTA, NWM, NWY, OHI, ORE, PEN, QLD, RUC, SOA, TAI, TAS, TEX, UKR, URU, UTA, VIC, WAU, WYO;NA;annual;temperate;H;NA;NA;brede raket;NA;SRR11470309
SRR11470320;Arabis alpina;L.;Brassicaceae;Brassicoideae;Arabodae (IV);Arabideae;Arabis;alpina;BrassiToL/Luke Nikolov;277992-1;5375020;158472;EUROPE;N. & C. Europe to WC. Siberia, N. & E. Canada to Greenland;1, 2, 3, 7;3, 7, 8;NA;10, 11, 12, 13, 14, 23, 24, 25, 30, 34, 70, 72;30, 73, 75, 78, 85;NA;ALB, AUT, BUL, COR, CZE, EAI, ERI, ETH, FIN, FRA, GER, GNL, GRB, HUN, ICE, ITA, KEN, KRA, LAB, LBS, NFL, NOR, NUN, POL, QUE, ROM, RUN, RWA, SOM, SPA, SVA, SWE, SWI, TAN, TUR, UGA, UKR, WSB, YUG, ZAI;AGS, BRY, NWY, VER, VRG, WAS;NA;subshrub;temperate;H;ornamental, scientific;alpine rockcress;alpenscheefkelk;NA;SRR11470320
SRR8528356;Subularia aquatica;L.;Brassicaceae;Brassicoideae;Heliophilodae (V);Subularieae;Subularia;aquatica;BrassiToL/Luke Nikolov;290258-1;5373421;79289;EUROPE;Subarctic & Temp. Northern Hemisphere;1, 3, 7;NA;1;10, 12, 13, 14, 30, 31, 70, 71, 72, 73, 74, 75, 76;NA;11;ALT, ALU, ASK, BLT, BRC, BRY, BUL, CAL, COL, DEN, FIN, FRA, GNL, GRB, ICE, IDA, IRE, IRK, KAM, KRA, KUR, LAB, MAG, MAI, MAN, MIC, MIN, NFL, NOR, NSC, NWH, NWT, NWY, ONT, ORE, QUE, RUC, RUE, RUN, RUW, SAK, SAS, SPA, SWE, UTA, VER, WAS, WSB, WYO, YAK, YUK;NA;BGM, GER, NET;annual;temperate;H;NA;awlwort, water awlwort;priemkruid;Least Concern;SRR8528356
SRR8528357;Turritis glabra;L.;Brassicaceae;Brassicoideae;Camelinodae (I);Turritideae;Turritis;glabra;BrassiToL/Luke Nikolov;290916-1;5376000;79460;EUROPE;Temp. Northern Hemisphere to Trop. Mts.;1, 2, 3, 4, 7;2, 3, 5, 7;NA;10, 11, 12, 13, 14, 20, 23, 25, 30, 32, 33, 34, 36, 37, 38, 40, 70, 71, 72, 73, 74, 75, 76, 77, 78;27, 31, 50, 75;NA;ABT, AFG, ALB, ALG, ALT, ARI, ASK, AUT, BGM, BLR, BLT, BRC, BRY, BUL, CAL, CHM, CHN, CHS, CHX, CNT, COL, CTA, CYP, CZE, DEL, DEN, FIN, FRA, GER, GRB, GRC, HUN, IDA, ILL, INI, IOW, IRK, IRN, ITA, KAZ, KEN, KGZ, KOR, KRA, KRY, KTY, MAI, MAN, MAS, MIC, MIN, MNT, MON, MOR, MRY, MSO, NBR, NCA, NCS, NDA, NEB, NEP, NET, NEV, NOR, NWH, NWJ, NWM, NWT, NWY, OHI, ONT, ORE, PAK, PEN, POL, POR, QUE, ROM, RUC, RUE, RUN, RUS, RUW, RWA, SAS, SDA, SIC, SPA, SWE, SWI, TAN, TCS, TEN, TKM, TUE, TUR, TZK, UGA, UKR, UTA, UZB, VRG, WAS, WHM, WIS, WSB, WVA, WYO, YUG, YUK, ZAI;CPP, KUR, LES, NAT, NSW, PRM, SAK, TVL, VER, VIC;NA;biennial or perennial;temperate;H;NA;NA;torenkruid;NA;SRR8528357
SRR8528373;Cochlearia officinalis;L.;Brassicaceae;Brassicoideae;Unplaced;Cochlearieae;Cochlearia;officinalis;BrassiToL/Luke Nikolov;281469-1;5373276;55838;EUROPE;N. & W. Europe;1;1, 3, 8, 9;NA;10, 11, 12, 14;11, 12, 13, 31, 85, 90;NA;BGM, BLT, DEN, FIN, FOR, FRA, GER, GRB, IRE, NET, NOR, RUN, SWE;AGS, CZE, FAL, ITA, KHA, SPA, SWI;NA;biennial or perennial;temperate;H;NA;NA;echt lepelblad;NA;SRR8528373
SRR8528380;Isatis tinctoria;L.;Brassicaceae;Brassicoideae;Brassicodae (II);Isatideae;Isatis;tinctoria;BrassiToL/Luke Nikolov;285873-1;5374118;77509;EUROPE;SE. & E. Europe;1, 3;1, 2, 3, 4, 7, 8;NA;13, 14, 34;10, 11, 12, 13, 14, 20, 21, 31, 32, 34, 36, 37, 38, 40, 71, 72, 73, 74, 75, 76, 77, 78, 83, 85;NA;ALB, BUL, GRC, ITA, KRY, ROM, RUS, SIC, TUR, UKR, YUG;AFG, ALG, AMU, AUT, BGM, BLR, BLT, BRC, CAL, CHC, CHI, CHM, CHN, CHS, CHT, CHX, CLC, CNY, COL, COR, CZE, DEN, FIN, FRA, GER, GRB, HUN, IDA, ILL, IRQ, JAP, KAZ, KGZ, KHA, KOR, MDR, MNT, MON, MOR, MSO, NET, NEV, NFL, NOR, NWM, NWY, ONT, ORE, PAK, PER, POL, POR, PRM, QUE, RUC, RUE, RUN, RUW, SAK, SAR, SPA, SWE, SWI, TUE, TZK, UTA, UZB, VRG, WAS, WVA, WYO;NA;biennial;temperate;H;crop;asp-of-jerusalem, dyer's woad;wede;NA;SRR8528380
SRR8528382;Lunaria rediviva;L.;Brassicaceae;Brassicoideae;Heliophilodae (V);Biscutelleae;Lunaria;rediviva;BrassiToL/Luke Nikolov;286670-1;5373322;120549;EUROPE;Europe;1;1, 7;NA;10, 11, 12, 13, 14;10, 12, 78;NA;ALB, AUT, BGM, BLR, BLT, BUL, CZE, DEN, FRA, GER, HUN, ITA, POL, ROM, RUC, RUW, SIC, SPA, SWE, SWI, UKR, YUG;GRB, MRY, SAR;NA;perennial;temperate;H;ornamental;perennial honesty;wilde judaspenning;NA;SRR8528382
S1176;Odontarrhena tavolarae;L. Cecchi & Selvi ;Brassicaceae;Brassicoideae;Arabodae (IV);Alysseae;Odontarrhena;tavolarae;BrassiWood/Kasper Hendriks;77136316-1;11173188;987365;EUROPE;Sardegna;1;NA;NA;12;NA;NA;SAR;NA;NA;subshrub;temperate;H;NA;NA;NA;NA;SRR22519504
S1260;Odontarrhena nebrodensis;L. Cecchi & Selvi ;Brassicaceae;Brassicoideae;Arabodae (IV);Alysseae;Odontarrhena;nebrodensis;BrassiWood/Kasper Hendriks;77136315-1;10684878;987323;EUROPE;N. Sicilia;1;NA;NA;13;NA;NA;GRC, SIC;NA;NA;subshrub;temperate;W;NA;NA;NA;NA;SRR22519391
S0662;Enarthrocarpus arcuatus;Labill.;Brassicaceae;Brassicoideae;Brassicodae (II);Brassiceae;Enarthrocarpus;arcuatus;BrassiWood/Kasper Hendriks;283231-1;3053949;492840;EUROPE;W. Greece to E. Medit.;1, 3;NA;NA;13, 34;NA;NA;CYP, EAI, GRC, KRI, LBS, PAL, TUR;NA;NA;annual;subtropical;H;NA;NA;NA;NA;SRR22519554
S0590;Hirschfeldia incana;Lagr.-Foss.;Brassicaceae;Brassicoideae;Brassicodae (II);Brassiceae;Hirschfeldia;incana;BrassiWood/Kasper Hendriks;285350-1;3050595;53097;EUROPE;Medit. to Iran and Arabian Pen.;1, 2, 3;1, 2, 3, 5, 6, 7, 8;NA;12, 13, 14, 20, 21, 33, 34, 35;10, 11, 14, 21, 27, 29, 31, 35, 50, 51, 61, 63, 73, 76, 79, 83, 85;NA;ALB, ALG, BAL, CNY, COR, CYP, EAI, FRA, GRC, IRN, IRQ, ITA, KRI, KRY, LBS, LBY, MDR, MOR, NCS, PAL, POR, SAR, SAU, SIC, SPA, TCS, TUE, TUN, TUR, YUG;AGE, AGS, AGW, ARI, AUT, AZO, BGM, BLR, BLT, BOL, CAL, CLC, CLN, CPP, CZE, DEN, DSV, EAS, GER, GRB, HAW, IDA, IRE, JNF, MAU, MXN, NET, NEV, NOR, NSW, NZN, NZS, ORE, PRM, QLD, REU, RUC, RUW, SOA, SWI, TAS, URU, VIC, WAS, YEM;NA;annual or biennial;temperate;H;NA;NA;grijze mosterd;NA;SRR22519455
SRR8528339;Dontostemon integrifolius;Ledeb.;Brassicaceae;Brassicoideae;Hesperodae (III);Dontostemoneae;Dontostemon;integrifolius;BrassiToL/Luke Nikolov;1126736-2;3052600;1024925;ASIA-TEMPERATE;S. Siberia to China;3;NA;NA;30, 31, 36, 37;NA;NA;AMU, BRY, CHI, CHM, CHN, CHX, CTA, IRK, MON, PRM, TVA, YAK;NA;NA;annual or biennial;temperate;H;NA;NA;NA;NA;SRR8528339
S0941;Menkea australis;Lehm.;Brassicaceae;Brassicoideae;Camelinodae (I);Microlepidieae;Menkea;australis;BrassiWood/Kasper Hendriks;287029-1;3051194;977417;AUSTRALASIA;Southern Australia;5;NA;NA;50;NA;NA;NSW, SOA, VIC, WAU;NA;NA;annual or subshrub;NA;H;NA;NA;NA;NA;SRR22519646
S0747;Zahora ait-atta;Lemmel & M.A. Koch;Brassicaceae;Brassicoideae;Brassicodae (II);Brassiceae;Zahora;ait-atta;BrassiWood/Kasper Hendriks;77203326-1;10807048;975036;AFRICA;Morocco;2;NA;NA;20;NA;NA;MOR;NA;NA;NA;subtropical;H;NA;NA;NA;NA;SRR22519345
S0377;Sinapidendron frutescens;Lowe;Brassicaceae;Brassicoideae;Brassicodae (II);Brassiceae;Sinapidendron;frutescens;BrassiWood/Kasper Hendriks;288941-1;3047763;418748;AFRICA;Madeira;2;NA;NA;21;NA;NA;MDR;NA;NA;subshrub;subtropical;W;NA;NA;NA;Endangered;SRR22519571
S0657;Sterigmostemum incanum;M. Bieb.;Brassicaceae;Brassicoideae;Hesperodae (III);Anchonieae;Sterigmostemum;incanum;BrassiWood/Kasper Hendriks;290089-1;3042156;1396507;ASIA-TEMPERATE;C. & E. Türkiye to Iran and S. Turkmenistan;3;NA;NA;32, 33, 34;NA;NA;IRN, NCS, TCS, TKM, TUR;NA;NA;biennial;temperate;H;NA;NA;NA;NA;SRR22519557
S0760;Scapiarabis saxicola;M.A. Koch & al.;Brassicaceae;Brassicoideae;Arabodae (IV);Arabideae;Scapiarabis;saxicola;BrassiWood/Kasper Hendriks;77122982-1;10946384;1446006;ASIA-TEMPERATE;C. Asia to W. Himalaya;3, 4;NA;NA;32, 36, 40;NA;NA;CHX, KAZ, KGZ, PAK, TZK, UZB, WHM;NA;NA;perennial;temperate;H;NA;NA;NA;NA;SRR22519334
ERR2789774;Ballantinia pumilio;Mabb.;Brassicaceae;Brassicoideae;Camelinodae (I);Microlepidieae;Ballantinia;pumilio;GAP phylogenomics;77142844-1;10748539;NA;AUSTRALASIA;W. & WC. Victoria, C. & N. Tasmania;5;NA;5;50;NA;50;VIC;NA;TAS;annual;subtropical;H;NA;NA;NA;NA;NA
S0326;Kremeriella cordylocarpus;Maire;Brassicaceae;Brassicoideae;Brassicodae (II);Brassiceae;Kremeriella;cordylocarpus;BrassiWood/Kasper Hendriks;285966-1;3047141;1451474;AFRICA;NW. Africa;2;NA;NA;20;NA;NA;ALG, MOR;NA;NA;NA;subtropical;H;NA;NA;NA;NA;SRR22519583
S0772;Foleyola billotii;Maire;Brassicaceae;Brassicoideae;Brassicodae (II);Brassiceae;Foleyola;billotii;BrassiWood/Kasper Hendriks;284473-1;3052567;1048789;AFRICA;NW. Africa;2;NA;NA;20;NA;NA;ALG, MOR;NA;NA;NA;desert or dry shrubland;W;NA;NA;NA;NA;SRR22519669
S1021;Crambella teretifolia;Maire;Brassicaceae;Brassicoideae;Brassicodae (II);Brassiceae;Crambella;teretifolia;BrassiWood/Kasper Hendriks;281688-1;3041199;1186675;AFRICA;Morocco;2;NA;NA;20;NA;NA;MOR;NA;NA;NA;subtropical;H;NA;NA;NA;NA;SRR22519528
S1213;Heliophila filicaulis;Marais;Brassicaceae;Brassicoideae;Heliophilodae (V);Heliophileae;Heliophila;filicaulis;BrassiWood/Kasper Hendriks;284655-1;5374452;587100;AFRICA;SW. Cape Prov.;2;NA;NA;27;NA;NA;CPP;NA;NA;subshrub or shrub;subtropical;W;NA;NA;NA;NA;SRR22519635
S0329;Megadenia pygmaea;Maxim.;Brassicaceae;Brassicoideae;Heliophilodae (V);Biscutelleae;Megadenia;pygmaea;BrassiWood/Kasper Hendriks;287012-1;3051311;868711;ASIA-TEMPERATE;S. Siberia to W. & C. China, S. Russian Far East;3;NA;3;31, 36;NA;30;CHC, CHN, CHQ, CHT, PRM;NA;BRY;annual;subalpine or subarctic;H;NA;NA;NA;NA;SRR22519581
S0303;Alyssoides utriculata;Medik.;Brassicaceae;Brassicoideae;Arabodae (IV);Alysseae;Alyssoides;utriculata;BrassiWood/Kasper Hendriks;1057074-2;3050529;326816;EUROPE;WC. & SW. Alps, Appennini, Balkan Pen. to N. Türkiye and W. Caucasus;1, 3;1;NA;11, 12, 13, 33, 34;11;NA;ALB, BUL, FRA, GRC, ITA, NCS, ROM, SWI, TCS, TUR, YUG;GER;NA;subshrub;temperate;H;NA;NA;NA;NA;SRR22519319
S0322;Fibigia clypeata;Medik.;Brassicaceae;Brassicoideae;Arabodae (IV);Alysseae;Fibigia;clypeata;BrassiWood/Kasper Hendriks;284456-1;3051652;334314;EUROPE;E. Medit. to W. Asia;1, 2, 3;1;NA;13, 14, 20, 33, 34;12, 14;NA;ALB, BUL, CYP, EGY, GRC, IRN, IRQ, ITA, KRY, LBS, NCS, PAL, SIN, TCS, TUE, TUR, YUG;BLT, FRA, SPA;NA;perennial;subtropical;H;NA;NA;NA;NA;SRR22519586
S0373;Succowia balearica;Medik.;Brassicaceae;Brassicoideae;Brassicodae (II);Brassiceae;Succowia;balearica;BrassiWood/Kasper Hendriks;1104224-2;3040899;514247;EUROPE;Canary Is., W. & C. Medit.;1, 2;NA;NA;12, 13, 20, 21;NA;NA;ALG, BAL, CNY, COR, ITA, MOR, SAR, SIC, SPA, TUN;NA;NA;annual;subtropical;H;NA;NA;NA;NA;SRR22519573
S0670;Capsella bursa-pastoris;Medik.;Brassicaceae;Brassicoideae;Camelinodae (I);Camelineae;Capsella;bursa-pastoris;BrassiWood/Kasper Hendriks;30092589-2;5375388;56121;EUROPE;Temp. Eurasia, N. Africa;1, 2, 3, 4;1, 2, 3, 4, 5, 6, 7, 8, 9;NA;10, 11, 12, 13, 14, 20, 30, 31, 32, 33, 34, 35, 36, 37, 38, 40;10, 21, 23, 24, 25, 26, 27, 28, 29, 36, 38, 40, 41, 42, 43, 50, 51, 61, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 83, 84, 85, 90;NA;AFG, ALB, ALG, ALT, AMU, AUT, BAL, BGM, BLR, BLT, BRY, BUL, CHC, CHI, CHM, CHN, CHQ, CHS, CHT, CHX, COR, CTA, CYP, CZE, DEN, EAI, EGY, EHM, FIN, FOR, FRA, GER, GRC, GST, HUN, ICE, IND, IRK, IRN, IRQ, ITA, KAM, KAZ, KGZ, KHA, KOR, KRA, KRI, KRY, KUR, LBS, LBY, MAG, MON, MOR, NCS, NEP, NET, NOR, OMA, PAK, PAL, POL, POR, PRM, ROM, RUC, RUE, RUN, RUS, RUW, SAK, SAR, SAU, SIC, SIN, SPA, SWE, SWI, TCS, TKM, TUE, TUN, TUR, TVA, TZK, UKR, UZB, WHM, WSB, YAK, YEM, YUG;ABT, AGE, AGS, AGW, ALA, ALU, ANG, ARI, ARK, ASK, BAN, BER, BOL, BRC, BUR, BZL, BZS, CAL, CHH, CLC, CLM, CLN, CLS, CNT, CNY, COL, COS, CPP, CRZ, CUB, DEL, DJI, DOM, EAS, ECU, ELS, ERI, ETH, FAL, FLA, GAL, GEO, GGI, GNL, GRB, GUA, HAI, HON, IDA, ILL, INI, IOW, IRE, JAM, JAP, JAW, KAN, KEG, KEN, KTY, LAB, LES, LOU, MAI, MAN, MAS, MAU, MDR, MIC, MIN, MNT, MRY, MSI, MSO, MXC, MXI, MXN, MXS, NAM, NAT, NBR, NCA, NDA, NEB, NEV, NFK, NFL, NSC, NSW, NTA, NUN, NWG, NWH, NWJ, NWM, NWT, NWY, NZN, OFS, OGA, OHI, OKL, ONT, ORE, PEN, PER, PHI, QLD, QUE, REU, RHO, RWA, SAS, SCA, SDA, SGE, SOA, SOC, SRL, STH, SUD, SVA, TAI, TAN, TAS, TEN, TEX, TVL, UGA, URU, UTA, VER, VIC, VIE, VRG, WAS, WAU, WDC, WIS, WVA, WYO, YUK, ZAI, ZIM;NA;annual or biennial;temperate;H;scientific;common shepherd's purse, pickpocket, shepherd's purse;herderstasje;NA;SRR22519549
S1083;Arabis kennedyae;Meikle;Brassicaceae;Brassicoideae;Arabodae (IV);Arabideae;Arabis;kennedyae;BrassiWood/Kasper Hendriks;278332-1;5375066;189378;ASIA-TEMPERATE;W. Cyprus;3;NA;NA;34;NA;NA;CYP;NA;NA;annual or biennial;temperate;H;NA;NA;NA;Critically Endangered;SRR22519411
S1107;Heliophila brachycarpa;Meisn.;Brassicaceae;Brassicoideae;Heliophilodae (V);Heliophileae;Heliophila;brachycarpa;BrassiWood/Kasper Hendriks;284600-1;5374493;587080;AFRICA;Cape Prov.;2;NA;NA;27;NA;NA;CPP;NA;NA;scrambling shrub or tree;subtropical;W;NA;NA;NA;NA;SRR22519399
